subject,predicate,object,scope
O006-C140-CMP-D001-DEF-SCORE,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-DEF-SUPPORT,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-EX-BERNOULLI,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-EX-NORMAL,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-PRF-DIFFERENTIATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-PRF-IID-ADDITIVITY,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-PRF-INFO-IDENTITY,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-PRF-REPARAMETERIZATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-PRF-ZERO-SCORE,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-REM-CHECKLIST,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-DOMINATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-IDENTIFICATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-INFORMATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-OVERVIEW,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-REGULARITY,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-SEC-SCORE,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-THM-DIFFERENTIATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-THM-IID-ADDITIVITY,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-THM-INFO-IDENTITY,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-THM-REPARAMETERIZATION,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D001-THM-ZERO-SCORE,belongs_to,O006-C140-CMP-D001,local
O006-C140-CMP-D002,follows,O006-C140-CMP-D001,local
O006-C140-CMP-D002,precedes,O006-C140-CMP-D003,local
O006-C140-CMP-D002,references,O006-C140-CMP-D001-CTR-MOVING-SUPPORT,local
O006-C140-CMP-D002,references,O006-C140-CMP-D001-CTR-NONIDENTIFIABLE,local
O006-C140-CMP-D002,references,O006-C140-CMP-D001-DEF-DOMINATED-MODEL,local
O006-C140-CMP-D002,references,O006-C140-CMP-D001-DEF-IDENTIFIABILITY,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-ASM-SEPARATION,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-ASM-ULLN,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-THM-ARGMAX,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-THM-GIBBS,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-THM-KL-IDENTIFICATION,local
O006-C140-CMP-D002,references,O006-C140-CMP-D002-THM-ULLN,local
O006-C140-CMP-D002,references,O006-C140-CMP-D003-THM-MLE-AN,local
O006-C140-CMP-D002-ASM-SEPARATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-ASM-ULLN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-CTR-NONIDENTIFIED,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-CTR-NONREGULAR-CONSISTENT,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-CTR-POINTWISE,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-CTR-PROB-NOT-MEAN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-DEF-CONSISTENCY,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-DEF-CRITERIA,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-DEF-KL,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-DEF-UI,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-EX-BERNOULLI,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-EX-NORMAL-MEAN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-ARGMAX,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-GIBBS,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-KL-IDENTIFICATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-MLE-CONSISTENCY,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-UI-EXPECTATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-PRF-ULLN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-REM-BOUNDED-MLE,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-REM-ROADMAP,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-SEC-ARGMAX,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-SEC-EXPECTATIONS,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-SEC-M-ESTIMATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-SEC-OVERVIEW,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-SEC-ULLN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-ARGMAX,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-GIBBS,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-KL-IDENTIFICATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-MLE-CONSISTENCY,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-UI-EXPECTATION,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D002-THM-ULLN,belongs_to,O006-C140-CMP-D002,local
O006-C140-CMP-D003,follows,O006-C140-CMP-D001,local
O006-C140-CMP-D003,follows,O006-C140-CMP-D002,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-ASM-R1-R6,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-CTR-MOVING-SUPPORT,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-CTR-SINGULAR-INFORMATION,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-DEF-FISHER,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-EX-BERNOULLI,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-EX-NORMAL,local
O006-C140-CMP-D003,references,O006-C140-CMP-D001-THM-INFO-IDENTITY,local
O006-C140-CMP-D003,references,O006-C140-CMP-D002-THM-MLE-CONSISTENCY,local
O006-C140-CMP-D003,references,O006-C140-CMP-D002-THM-UI-EXPECTATION,local
O006-C140-CMP-D003,references,O006-C140-CMP-D002-THM-ULLN,local
O006-C140-CMP-D003,references,O006-C140-CMP-D003-THM-HESSIAN-ULLN,local
O006-C140-CMP-D003,references,O006-C140-CMP-D003-THM-MLE-AN,local
O006-C140-CMP-D003,references,O006-C140-CMP-D003-THM-SCORE-CLT,local
O006-C140-CMP-D003-ASM-A1-A7,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-CTR-BOUNDARY,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-CTR-SINGULAR,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-CTR-UNIFORM,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-DEF-INFO-ESTIMATORS,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-EX-BERNOULLI-LOGIT,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-EX-NORMAL-MEAN-VARIANCE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-DELTA-MULTIVARIATE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-DELTA-SCALAR,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-HESSIAN-ULLN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-INFO-CONVERGENCE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-LAN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-MLE-AN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-PRF-SCORE-CLT,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-REM-CONSISTENCY-NOT-ENOUGH,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-REM-OBSERVED-EXPECTED,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-REM-PRACTICE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-SEC-DELTA,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-SEC-INFORMATION,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-SEC-LAN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-SEC-OVERVIEW,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-SEC-SETUP,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-DELTA-MULTIVARIATE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-DELTA-SCALAR,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-HESSIAN-ULLN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-INFO-CONVERGENCE,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-LAN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-MLE-AN,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D003-THM-SCORE-CLT,belongs_to,O006-C140-CMP-D003,local
O006-C140-CMP-D004,continues,O006-C140-CMP-D003,local
O006-C140-CMP-D004,prepares,O006-C140-CMP-D005,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-ASM001,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-THM001,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-THM002,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-THM003,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-THM004,local
O006-C140-CMP-D004,references,O006-C140-CMP-D004-THM005,local
O006-C140-CMP-D004,references,O006-C140-CMP-D005-CTR001,local
O006-C140-CMP-D004,references,O006-C140-CMP-D005-CTR002,local
O006-C140-CMP-D004,references,O006-C140-CMP-D005-CTR003,local
O006-C140-CMP-D004,references,O006-C140-CMP-D005-CTR004,local
O006-C140-CMP-D004,references,O006-C140-CMP-D005-SEC001,local
O006-C140-CMP-D004,supplements,O006-PSU-010,external
O006-C140-CMP-D004-ALG001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-ASM001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-DEF001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-DEF002,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-DEF003,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-DEF004,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-EX001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-EX002,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF002,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF003,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF004,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF005,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-PRF006,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-REM001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-SEC001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-SEC002,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-SEC003,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-SEC004,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-SEC005,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM001,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM002,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM003,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM004,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM005,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D004-THM006,belongs_to,O006-C140-CMP-D004,local
O006-C140-CMP-D005,continues,O006-C140-CMP-D004,local
O006-C140-CMP-D005,references,O006-C140-CMP-D004-ASM001,local
O006-C140-CMP-D005,references,O006-C140-CMP-D004-DEF001,local
O006-C140-CMP-D005,references,O006-C140-CMP-D004-THM003,local
O006-C140-CMP-D005,references,O006-C140-CMP-D004-THM005,local
O006-C140-CMP-D005,references,O006-C140-CMP-D004-THM006,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-CTR003,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-CTR004,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM001,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM002,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM003,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM004,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM005,local
O006-C140-CMP-D005,references,O006-C140-CMP-D005-THM006,local
O006-C140-CMP-D005,supplements,O006-PSU-010,external
O006-C140-CMP-D005,supports,O006-C140-CMP-SIM003,local
O006-C140-CMP-D005-ALG001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-CTR001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-CTR002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-CTR003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-CTR004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-DEF001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX005,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-EX006,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF005,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-PRF006,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-REM001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-REM002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-REM003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-REM004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-SEC001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-SEC002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-SEC003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-SEC004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM001,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM002,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM003,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM004,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM005,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM006,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM007,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D005-THM008,belongs_to,O006-C140-CMP-D005,local
O006-C140-CMP-D006,follows,O006-C140-CMP-D005,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-ASM01,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-CTR01,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-EX01,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-THM01,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-THM02,local
O006-C140-CMP-D006,references,O006-C140-CMP-D006-THM03,local
O006-C140-CMP-D006,supports,O006-C140-CMP-MS09,local
O006-C140-CMP-D006,supports,O006-C140-CMP-SIM004,local
O006-C140-CMP-D006-ALG01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-ASM01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-CTR01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-DEF01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-DEF02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-DEF03,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-EX01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-EX02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-EX03,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-EX04,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-PRF01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-PRF02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-PRF03,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-REM01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-REM02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-SEC01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-SEC02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-THM01,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-THM02,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D006-THM03,belongs_to,O006-C140-CMP-D006,local
O006-C140-CMP-D007,extends,O006-016-02-0010,external
